pos val
0.215642 446.061
0.215876 445.672
0.21611 445.284
0.216345 444.896
0.216579 444.508
0.216814 444.119
0.217048 443.731
0.217282 443.343
0.217517 442.956
0.217751 442.568
0.217986 442.181
0.21822 441.793
0.218454 441.406
0.218689 441.019
0.218923 440.632
0.219158 440.245
0.219392 439.858
0.219626 439.472
0.219861 439.086
0.220095 438.699
0.22033 438.313
0.220564 437.927
0.220798 437.542
0.221033 437.156
0.221267 436.771
0.221502 436.386
0.221736 436.001
0.22197 435.616
0.222205 435.231
0.222439 434.846
0.222673 434.462
0.222908 434.078
0.223142 433.694
0.223377 433.31
0.223611 432.927
0.223845 432.543
0.22408 432.16
0.224314 431.777
0.224549 431.394
0.224783 431.011
0.225017 430.629
0.225252 430.247
0.225486 429.865
0.225721 429.483
0.225955 429.102
0.226189 428.721
0.226424 428.34
0.226658 427.959
0.226893 427.578
0.227127 427.197
0.227361 426.817
0.227596 426.437
0.22783 426.058
0.228065 425.678
0.228299 425.299
0.228533 424.92
0.228768 424.541
0.229002 424.162
0.229236 423.784
0.229471 423.406
0.229705 423.028
0.22994 422.65
0.230174 422.273
0.230408 421.896
0.230643 421.519
0.230877 421.142
0.231112 420.766
0.231346 420.39
0.23158 420.014
0.231815 419.638
0.232049 419.263
0.232284 418.888
0.232518 418.514
0.232752 418.139
0.232987 417.765
0.233221 417.391
0.233456 417.017
0.23369 416.644
0.233924 416.271
0.234159 415.898
0.234393 415.525
0.234628 415.153
0.234862 414.781
0.235096 414.409
0.235331 414.037
0.235565 413.666
0.235799 413.295
0.236034 412.924
0.236268 412.554
0.236503 412.184
0.236737 411.815
0.236971 411.445
0.237206 411.076
0.23744 410.707
0.237675 410.339
0.237909 409.97
0.238143 409.602
0.238378 409.234
0.238612 408.867
0.238847 408.5
0.239081 408.133
0.239315 407.767
0.23955 407.401
0.239784 407.034
0.240019 406.669
0.240253 406.304
0.240487 405.939
0.240722 405.574
0.240956 405.21
0.241191 404.846
0.241425 404.482
0.241659 404.119
0.241894 403.756
0.242128 403.393
0.242362 403.031
0.242597 402.669
0.242831 402.307
0.243066 401.946
0.2433 401.585
0.243534 401.224
0.243769 400.863
0.244003 400.503
0.244238 400.143
0.244472 399.784
0.244706 399.425
0.244941 399.066
0.245175 398.707
0.24541 398.349
0.245644 397.992
0.245878 397.634
0.246113 397.277
0.246347 396.92
0.246582 396.564
0.246816 396.208
0.24705 395.852
